timestamp,cpu_usage_pct,ram_usage_pct,gpu_usage_pct,temperature_c,fan_rpm,battery_pct,power_watts,disk_usage_pct,network_mbps
2026-06-01T10:00:00,17,39,7,42,1142,97.9,15.0,58.07,18.18
2026-06-01T10:05:00,15,43,11,40,1150,97.8,14.9,58.08,6.65
2026-06-01T10:10:00,16,45,8,44,1440,97.7,14.8,58.08,13.25
2026-06-01T10:15:00,16,41,5,39,1000,97.6,14.3,58.08,10.35
2026-06-01T10:20:00,18,38,13,41,1158,97.6,16.2,58.08,10.58
2026-06-01T10:25:00,20,49,8,43,1310,97.5,16.2,58.09,22.58
2026-06-01T10:30:00,20,40,13,43,1240,97.4,16.9,58.09,7.81
2026-06-01T10:35:00,18,47,4,39,1150,97.3,14.9,58.09,22.4
2026-06-01T10:40:00,18,42,15,43,1153,97.2,16.6,58.1,14.83
2026-06-01T10:45:00,19,45,13,40,1000,97.1,16.6,58.1,19.81
2026-06-01T10:50:00,20,46,2,43,1163,97.1,15.3,58.1,25.67
2026-06-01T10:55:00,20,49,3,40,1065,97.0,15.4,58.1,8.3
2026-06-01T11:00:00,18,43,3,39,1000,96.9,14.8,58.11,10.86
2026-06-01T11:05:00,19,46,3,44,1273,96.8,15.1,58.11,6.22
2026-06-01T11:10:00,20,41,5,40,1139,96.7,15.8,58.11,18.03
2026-06-01T11:15:00,18,48,12,44,1425,96.6,16.1,58.12,4.86
2026-06-01T11:20:00,15,42,0,40,1000,96.5,13.2,58.12,6.15
2026-06-01T11:25:00,15,36,19,41,1154,96.4,16.1,58.12,3.07
2026-06-01T11:30:00,12,40,8,37,1069,96.3,13.4,58.13,7.85
2026-06-01T11:35:00,14,45,9,38,1010,96.2,14.2,58.13,18.29
2026-06-01T11:40:00,15,44,3,39,1145,96.1,13.7,58.13,17.61
2026-06-01T11:45:00,15,41,11,43,1369,96.1,14.9,58.13,4.04
2026-06-01T11:50:00,14,41,10,39,1000,96.0,14.4,58.14,19.05
2026-06-01T11:55:00,16,45,8,42,1132,95.9,14.8,58.14,19.73
2026-06-01T12:00:00,13,35,0,41,1169,95.8,12.6,58.14,16.33
2026-06-01T12:05:00,11,38,1,36,1000,95.6,12.0,58.15,2.28
2026-06-01T12:10:00,21,48,6,45,1478,95.6,16.2,58.15,18.49
2026-06-01T12:15:00,30,51,21,50,1832,95.4,21.6,58.15,33.63
2026-06-01T12:20:00,37,50,27,55,2230,95.3,25.0,58.16,25.01
2026-06-01T12:25:00,38,48,16,53,2198,95.2,23.7,58.16,35.8
2026-06-01T12:30:00,41,49,27,56,2335,95.1,26.4,58.16,25.7
2026-06-01T12:35:00,36,48,31,56,2474,95.0,25.2,58.16,46.24
2026-06-01T12:40:00,39,53,23,49,1797,95.0,25.1,58.17,48.57
2026-06-01T12:45:00,39,56,15,52,1982,94.9,23.9,58.17,13.64
2026-06-01T12:50:00,39,48,31,53,2079,94.8,26.3,58.17,43.68
2026-06-01T12:55:00,39,57,31,54,2404,94.7,26.3,58.18,35.05
2026-06-01T13:00:00,36,53,29,52,2140,94.6,25.0,58.18,40.5
2026-06-01T13:05:00,34,51,20,49,1683,94.6,22.9,58.18,39.75
2026-06-01T13:10:00,38,51,31,51,1923,94.5,25.9,58.19,16.45
2026-06-01T13:15:00,35,51,30,51,2075,94.4,24.8,58.19,29.25
2026-06-01T13:20:00,40,54,22,50,1768,94.3,25.3,58.19,36.91
2026-06-01T13:25:00,41,58,32,57,2664,94.1,27.2,58.2,48.92
2026-06-01T13:30:00,43,57,19,52,1954,94.0,25.9,58.2,37.97
2026-06-01T13:35:00,39,50,25,55,2439,93.9,25.4,58.2,29.57
2026-06-01T13:40:00,43,54,31,56,2540,93.8,27.7,58.2,59.68
2026-06-01T13:45:00,38,55,30,53,2251,93.6,25.8,58.21,19.24
2026-06-01T13:50:00,41,49,16,52,2009,93.5,24.8,58.21,35.5
2026-06-01T13:55:00,40,53,19,55,2210,93.4,24.9,58.21,48.07
2026-06-01T14:00:00,39,54,21,49,1681,93.4,24.8,58.22,20.74
2026-06-01T14:05:00,40,51,34,57,2658,93.3,27.1,58.22,14.06
2026-06-01T14:10:00,42,54,35,59,2607,93.2,27.9,58.22,42.93
2026-06-01T14:15:00,37,50,30,56,2433,93.0,25.4,58.23,29.21
2026-06-01T14:20:00,36,47,13,51,1947,92.9,22.6,58.23,28.77
2026-06-01T14:25:00,33,45,9,48,1685,92.8,20.9,58.23,44.92
2026-06-01T14:30:00,36,54,24,50,1783,92.7,24.2,58.23,40.25
2026-06-01T14:35:00,40,48,30,56,2387,92.6,26.5,58.24,11.89
2026-06-01T14:40:00,38,48,23,51,1857,92.5,24.7,58.24,48.18
2026-06-01T14:45:00,41,49,17,54,2327,92.4,24.9,58.24,34.82
2026-06-01T14:50:00,44,52,24,56,2467,92.4,27.0,58.25,27.57
2026-06-01T14:55:00,40,52,33,51,2081,92.3,26.9,58.25,25.8
2026-06-01T15:00:00,42,48,28,57,2504,92.2,26.9,58.25,16.47
2026-06-01T15:05:00,43,52,30,52,2168,92.0,27.5,58.26,58.49
2026-06-01T15:10:00,45,60,28,53,2255,91.9,27.9,58.26,41.65
2026-06-01T15:15:00,40,49,28,56,2404,91.9,26.2,58.26,30.52
2026-06-01T15:20:00,44,52,17,53,2162,91.9,25.9,58.26,26.8
2026-06-01T15:25:00,46,58,36,58,2514,91.8,29.5,58.27,14.24
2026-06-01T15:30:00,40,53,34,58,2484,91.6,27.1,58.27,18.96
2026-06-01T15:35:00,44,52,33,54,2120,91.5,28.3,58.27,37.56
2026-06-01T15:40:00,41,54,32,54,2227,91.4,27.2,58.28,19.41
2026-06-01T15:45:00,41,51,15,55,2247,91.3,24.6,58.28,24.76
2026-06-01T15:50:00,36,54,19,52,1968,91.2,23.5,58.28,30.49
2026-06-01T15:55:00,41,58,17,49,1793,91.1,24.9,58.28,53.39
2026-06-01T16:00:00,37,51,16,50,1958,90.9,23.3,58.29,35.91
2026-06-01T16:05:00,33,45,20,47,1702,90.9,22.5,58.29,37.43
2026-06-01T16:10:00,35,54,24,52,1993,90.8,23.9,58.29,17.29
2026-06-01T16:15:00,35,52,13,47,1589,90.8,22.2,58.3,43.71
2026-06-01T16:20:00,53,55,41,58,2741,90.7,32.7,58.3,36.7
2026-06-01T16:25:00,64,66,35,66,3427,90.5,35.6,58.3,44.47
2026-06-01T16:30:00,67,61,36,62,2832,90.5,36.9,58.31,56.68
2026-06-01T16:35:00,67,61,31,65,3261,90.4,36.1,58.31,91.79
2026-06-01T16:40:00,71,70,51,67,3371,90.3,40.5,58.31,66.99
2026-06-01T16:45:00,67,69,32,65,3159,90.3,36.2,58.31,50.7
2026-06-01T16:50:00,65,59,29,61,2992,90.2,35.1,58.32,25.64
2026-06-01T16:55:00,68,67,46,69,3600,90.1,38.7,58.32,46.15
2026-06-01T17:00:00,70,61,37,68,3658,89.9,38.0,58.32,71.56
2026-06-01T17:05:00,69,67,34,62,2904,89.9,37.2,58.33,94.35
2026-06-01T17:10:00,66,64,34,66,3243,89.8,36.2,58.33,17.33
2026-06-01T17:15:00,67,68,41,64,3183,89.7,37.6,58.33,82.0
2026-06-01T17:20:00,70,65,32,68,3491,89.6,37.3,58.34,56.17
2026-06-01T17:25:00,70,61,32,62,2969,89.6,37.3,58.34,67.63
2026-06-01T17:30:00,74,66,44,65,3355,89.6,40.5,58.34,63.74
2026-06-01T17:35:00,69,62,51,68,3439,89.4,39.8,58.34,20.05
2026-06-01T17:40:00,76,64,44,66,3238,89.4,41.2,58.35,16.75
2026-06-01T17:45:00,76,74,46,70,3746,89.3,41.5,58.35,74.7
2026-06-01T17:50:00,76,67,49,70,3800,89.2,41.9,58.35,106.03
2026-06-01T17:55:00,81,66,43,74,4099,89.1,42.8,58.36,30.92
2026-06-01T18:00:00,77,66,36,67,3353,89.1,40.4,58.36,82.14
2026-06-01T18:05:00,78,67,48,72,3765,89.0,42.5,58.36,46.57
2026-06-01T18:10:00,72,62,47,66,3459,88.9,40.2,58.37,37.4
2026-06-01T18:15:00,73,70,42,69,3576,88.8,39.8,58.37,86.32
2026-06-01T18:20:00,77,67,56,72,3910,88.8,43.4,58.37,95.95
2026-06-01T18:25:00,77,65,42,72,3769,88.7,41.2,58.38,39.51
2026-06-01T18:30:00,75,65,39,69,3644,88.7,40.1,58.38,39.25
2026-06-01T18:35:00,76,71,36,65,3193,88.6,40.0,58.38,49.52
2026-06-01T18:40:00,81,69,52,73,3925,88.5,44.1,58.38,109.0
2026-06-01T18:45:00,85,69,44,69,3637,88.5,44.4,58.39,74.51
2026-06-01T18:50:00,81,75,45,74,4170,88.3,43.1,58.39,58.43
2026-06-01T18:55:00,81,69,43,68,3509,88.3,42.8,58.39,83.75
2026-06-01T19:00:00,76,67,36,70,3728,88.2,40.0,58.4,76.34
2026-06-01T19:05:00,78,69,39,71,3940,88.1,41.1,58.4,35.13
2026-06-01T19:10:00,82,67,42,70,3810,88.0,43.0,58.4,35.59
2026-06-01T19:15:00,75,67,46,71,3695,88.0,41.1,58.41,57.97
2026-06-01T19:20:00,74,64,47,71,3684,87.9,40.9,58.41,39.63
2026-06-01T19:25:00,72,62,36,69,3654,87.7,38.6,58.41,31.28
2026-06-01T19:30:00,72,71,45,71,3827,87.7,40.0,58.41,56.96
2026-06-01T19:35:00,76,72,35,70,3604,87.7,39.8,58.42,96.56
2026-06-01T19:40:00,78,66,43,72,3919,87.6,41.8,58.42,75.71
2026-06-01T19:45:00,81,70,44,72,3768,87.5,42.9,58.42,88.46
2026-06-01T19:50:00,77,67,44,67,3487,87.5,41.6,58.43,77.89
2026-06-01T19:55:00,79,67,46,70,3826,87.4,42.5,58.43,53.54
2026-06-01T20:00:00,75,64,52,72,3802,87.3,42.0,58.43,89.16
2026-06-01T20:05:00,71,70,44,65,3106,87.2,39.4,58.44,15.63
2026-06-01T20:10:00,68,60,30,65,3108,87.1,36.3,58.44,91.14
2026-06-01T20:15:00,75,70,39,65,3270,87.0,40.1,58.44,43.73
2026-06-01T20:20:00,72,69,39,70,3848,87.0,39.1,58.44,39.29
2026-06-01T20:25:00,71,71,50,68,3519,87.0,40.3,58.45,64.42
2026-06-01T20:30:00,56,63,26,62,2904,86.9,31.5,58.45,76.61
2026-06-01T20:35:00,47,52,28,59,2843,86.9,28.6,58.45,27.04
2026-06-01T20:40:00,42,48,21,55,2419,86.7,25.8,58.46,36.23
2026-06-01T20:45:00,42,51,28,51,2012,86.6,26.9,58.46,29.49
2026-06-01T20:50:00,43,49,21,50,2029,86.5,26.2,58.46,52.38
2026-06-01T20:55:00,40,55,15,48,1725,86.4,24.2,58.47,36.83
2026-06-01T21:00:00,45,60,31,59,2704,86.4,28.4,58.47,49.36
2026-06-01T21:05:00,47,52,25,54,2333,86.3,28.2,58.47,44.12
2026-06-01T21:10:00,51,53,20,53,2251,86.3,28.8,58.47,26.28
2026-06-01T21:15:00,44,54,25,53,2110,86.2,27.1,58.48,27.86
2026-06-01T21:20:00,46,51,33,60,2696,86.1,29.0,58.48,19.71
2026-06-01T21:25:00,39,54,25,50,1996,86.0,25.4,58.48,28.8
2026-06-01T21:30:00,36,50,13,46,1478,85.9,22.6,58.49,33.61
2026-06-01T21:35:00,40,54,14,50,1777,85.9,24.1,58.49,13.02
2026-06-01T21:40:00,34,55,27,49,1883,85.8,23.9,58.49,36.53
2026-06-01T21:45:00,32,53,14,47,1623,85.7,21.3,58.49,18.61
2026-06-01T21:50:00,43,51,16,52,2217,85.6,25.4,58.5,51.56
2026-06-01T21:55:00,51,56,22,55,2388,85.5,29.1,58.5,18.8
2026-06-01T22:00:00,46,58,17,56,2551,85.4,26.6,58.5,28.25
2026-06-01T22:05:00,48,53,32,57,2551,85.3,29.6,58.51,27.09
2026-06-01T22:10:00,45,54,37,55,2274,85.2,29.3,58.51,38.96
2026-06-01T22:15:00,39,48,26,52,2059,85.1,25.5,58.51,41.86
2026-06-01T22:20:00,33,54,19,47,1489,85.0,22.4,58.52,9.94
2026-06-01T22:25:00,43,49,32,58,2555,84.9,27.8,58.52,31.83
2026-06-01T22:30:00,41,52,16,54,2382,84.8,24.8,58.52,23.57
2026-06-01T22:35:00,39,49,21,49,1680,84.8,24.8,58.52,48.4
2026-06-01T22:40:00,33,48,18,50,1959,84.7,22.2,58.53,33.77
2026-06-01T22:45:00,38,50,32,54,2369,84.7,26.1,58.53,49.19
2026-06-01T22:50:00,36,51,28,53,2254,84.6,24.8,58.53,21.59
2026-06-01T22:55:00,42,49,15,50,1888,84.5,24.9,58.54,44.81
2026-06-01T23:00:00,45,55,17,54,2180,84.4,26.3,58.54,24.22
2026-06-01T23:05:00,39,57,23,55,2421,84.3,25.1,58.54,43.9
2026-06-01T23:10:00,39,50,33,51,1889,84.2,26.6,58.55,39.17
2026-06-01T23:15:00,39,48,21,49,1701,84.1,24.8,58.55,25.06
2026-06-01T23:20:00,40,56,25,53,2050,84.0,25.8,58.55,16.43
2026-06-01T23:25:00,36,55,29,51,2027,84.0,25.0,58.55,13.56
2026-06-01T23:30:00,34,51,16,48,1700,83.9,22.3,58.56,15.35
2026-06-01T23:35:00,37,55,24,51,2140,83.9,24.5,58.56,40.41
2026-06-01T23:40:00,35,48,24,49,1684,83.8,23.9,58.56,19.29
2026-06-01T23:45:00,39,50,32,57,2625,83.7,26.4,58.57,49.41
2026-06-01T23:50:00,47,55,35,54,2345,83.7,29.7,58.57,37.47
2026-06-01T23:55:00,43,52,17,56,2360,83.5,25.6,58.57,38.22
2026-06-02T00:00:00,39,56,24,53,2151,83.4,25.2,58.58,24.19
2026-06-02T00:05:00,47,52,24,55,2393,83.3,28.0,58.58,45.87
2026-06-02T00:10:00,46,57,25,54,2234,83.3,27.8,58.58,37.27
2026-06-02T00:15:00,41,48,23,52,2181,83.3,25.8,58.59,37.95
2026-06-02T00:20:00,40,50,24,56,2379,83.2,25.6,58.59,52.03
2026-06-02T00:25:00,49,60,29,54,2226,83.1,29.5,58.59,52.66
2026-06-02T00:30:00,52,54,33,59,2791,83.0,31.1,58.59,64.59
2026-06-02T00:35:00,55,60,37,57,2435,82.9,32.8,58.6,53.65
2026-06-02T00:40:00,42,52,17,54,2345,100.0,25.2,58.6,54.4
2026-06-02T00:45:00,32,46,10,50,1820,99.9,20.7,58.6,16.19
2026-06-02T00:50:00,25,51,22,47,1568,99.8,20.1,58.61,31.96
2026-06-02T00:55:00,24,41,5,46,1496,99.7,17.1,58.61,18.0
2026-06-02T01:00:00,19,45,3,40,1074,99.6,15.1,58.61,6.02
2026-06-02T01:05:00,15,42,18,43,1186,99.6,15.9,58.62,4.07
2026-06-02T01:10:00,16,37,12,41,1015,99.5,15.4,58.62,3.73
2026-06-02T01:15:00,18,42,8,39,1001,99.4,15.5,58.62,7.38
2026-06-02T01:20:00,19,39,7,39,1000,99.3,15.7,58.62,12.35
2026-06-02T01:25:00,19,38,21,42,1313,99.3,17.8,58.63,22.85
2026-06-02T01:30:00,18,44,12,41,1046,99.2,16.1,58.63,3.94
2026-06-02T01:35:00,19,45,7,41,1222,99.1,15.7,58.63,14.0
2026-06-02T01:40:00,16,40,10,39,1000,99.1,15.1,58.64,15.42
2026-06-02T01:45:00,14,44,0,39,1145,99.0,12.9,58.64,6.45
2026-06-02T01:50:00,14,41,6,37,1068,98.9,13.8,58.64,10.88
2026-06-02T01:55:00,13,35,3,37,1023,98.9,13.0,58.65,11.82
2026-06-02T02:00:00,15,45,5,38,1140,98.8,14.0,58.65,7.69
2026-06-02T02:05:00,17,38,15,43,1279,98.7,16.2,58.65,17.61
2026-06-02T02:10:00,15,40,10,44,1447,98.6,14.8,58.65,18.06
2026-06-02T02:15:00,13,45,11,41,1200,98.5,14.2,58.66,15.7
2026-06-02T02:20:00,16,44,19,47,1658,98.4,16.4,58.66,8.61
2026-06-02T02:25:00,18,48,11,43,1345,98.3,16.0,58.66,9.92
2026-06-02T02:30:00,17,38,6,41,1000,98.2,14.8,58.67,9.43
2026-06-02T02:35:00,18,42,12,41,1113,98.0,16.1,58.67,8.79
2026-06-02T02:40:00,15,36,7,43,1267,98.0,14.3,58.67,16.02
2026-06-02T02:45:00,13,41,3,42,1274,97.9,13.0,58.67,3.6
2026-06-02T02:50:00,11,43,0,39,1000,97.9,11.8,58.68,5.97
2026-06-02T02:55:00,11,37,1,42,1299,97.8,12.0,58.68,10.83
2026-06-02T03:00:00,10,43,9,42,1298,97.7,12.8,58.68,9.61
2026-06-02T03:05:00,12,45,5,43,1130,97.6,12.9,58.69,16.65
2026-06-02T03:10:00,13,38,6,39,1118,97.5,13.5,58.69,18.04
2026-06-02T03:15:00,11,37,0,41,1219,97.5,11.8,58.69,3.92
2026-06-02T03:20:00,10,43,3,37,1095,97.3,11.9,58.7,5.07
2026-06-02T03:25:00,12,39,10,42,1186,97.2,13.7,58.7,7.47
2026-06-02T03:30:00,14,46,4,40,1000,97.1,13.5,58.7,3.91
2026-06-02T03:35:00,14,42,4,39,1000,97.0,13.5,58.7,18.75
2026-06-02T03:40:00,12,36,13,44,1293,96.9,14.1,58.71,15.19
2026-06-02T03:45:00,13,38,8,39,1031,96.9,13.8,58.71,8.62
2026-06-02T03:50:00,15,46,3,39,1096,96.8,13.7,58.71,19.79
2026-06-02T03:55:00,16,46,6,40,1000,96.7,14.5,58.72,19.54
2026-06-02T04:00:00,17,47,20,46,1664,96.7,16.9,58.72,6.56
2026-06-02T04:05:00,18,42,14,44,1509,96.6,16.4,58.72,13.25
2026-06-02T04:10:00,18,46,12,46,1411,96.6,16.1,58.73,17.05
2026-06-02T04:15:00,16,45,10,39,1111,96.5,15.1,58.73,10.14
2026-06-02T04:20:00,16,44,15,41,1162,96.4,15.8,58.73,19.61
2026-06-02T04:25:00,14,40,1,40,1092,96.4,13.0,58.73,17.18
2026-06-02T04:30:00,17,38,17,43,1379,96.3,16.5,58.74,13.86
2026-06-02T04:35:00,16,38,5,43,1238,96.2,14.3,58.74,9.01
2026-06-02T04:40:00,17,38,19,46,1650,96.2,16.8,58.74,6.71
2026-06-02T04:45:00,14,42,1,39,1000,96.1,13.0,58.75,8.48
2026-06-02T04:50:00,23,46,18,49,1924,96.0,18.7,58.75,29.36
2026-06-02T04:55:00,29,53,8,49,1821,96.0,19.3,58.75,37.49
2026-06-02T05:00:00,34,45,18,51,2072,95.9,22.6,58.76,14.71
2026-06-02T05:05:00,35,51,23,49,1916,95.9,23.7,58.76,7.04
2026-06-02T05:10:00,35,47,18,49,1739,95.8,22.9,58.76,15.01
2026-06-02T05:15:00,32,54,25,48,1670,95.8,22.9,58.77,34.49
2026-06-02T05:20:00,33,48,14,49,1705,95.7,21.6,58.77,39.24
2026-06-02T05:25:00,32,48,17,48,1812,95.6,21.8,58.77,26.22
2026-06-02T05:30:00,29,53,19,49,1743,95.5,21.0,58.77,36.87
2026-06-02T05:35:00,28,42,26,49,1843,95.4,21.7,58.78,13.73
2026-06-02T05:40:00,33,46,13,47,1609,95.3,21.5,58.78,12.35
2026-06-02T05:45:00,31,44,19,51,2122,95.2,21.7,58.78,38.14
2026-06-02T05:50:00,29,49,18,50,1874,95.0,20.8,58.79,9.84
2026-06-02T05:55:00,34,48,25,49,1948,94.9,23.6,58.79,36.71
2026-06-02T06:00:00,33,45,17,51,2017,94.8,22.1,58.79,12.96
2026-06-02T06:05:00,38,48,14,53,2199,94.8,23.4,58.8,28.0
2026-06-02T06:10:00,41,54,24,50,2047,94.7,26.0,58.8,22.25
2026-06-02T06:15:00,45,53,37,55,2328,94.6,29.3,58.8,12.73
2026-06-02T06:20:00,44,56,23,57,2382,94.4,26.8,58.8,27.09
2026-06-02T06:25:00,40,49,24,56,2301,94.3,25.6,58.81,12.58
2026-06-02T06:30:00,36,56,16,51,2070,94.3,23.0,58.81,36.86
2026-06-02T06:35:00,38,50,17,53,2285,94.1,23.8,58.81,16.3
2026-06-02T06:40:00,35,53,19,49,1825,94.1,23.1,58.82,26.3
2026-06-02T06:45:00,32,50,17,51,1975,94.0,21.8,58.82,14.82
2026-06-02T06:50:00,33,45,23,47,1646,93.9,23.0,58.82,23.12
2026-06-02T06:55:00,38,47,20,50,1937,93.9,24.3,58.83,38.09
2026-06-02T07:00:00,36,49,17,48,1769,93.7,23.2,58.83,48.19
2026-06-02T07:05:00,35,46,25,50,2033,93.7,24.0,58.83,43.64
2026-06-02T07:10:00,33,50,23,50,2031,93.6,23.0,58.83,38.9
2026-06-02T07:15:00,36,49,23,53,2051,93.5,24.1,58.84,43.19
2026-06-02T07:20:00,41,48,21,54,2203,93.4,25.5,58.84,39.93
2026-06-02T07:25:00,39,49,15,50,1882,93.3,23.9,58.84,31.75
2026-06-02T07:30:00,36,54,12,52,2195,93.1,22.4,58.85,14.13
2026-06-02T07:35:00,32,51,29,50,1774,93.1,23.5,58.85,36.01
2026-06-02T07:40:00,38,53,25,50,1901,93.0,25.0,58.85,38.57
2026-06-02T07:45:00,41,49,34,53,2262,92.9,27.5,58.85,43.75
2026-06-02T07:50:00,44,56,34,57,2508,92.9,28.5,58.86,61.0
2026-06-02T07:55:00,41,58,16,49,1881,92.9,24.8,58.86,51.63
2026-06-02T08:00:00,36,50,12,50,1974,92.8,22.4,58.86,12.81
2026-06-02T08:05:00,40,49,14,54,2207,92.7,24.1,58.87,54.77
2026-06-02T08:10:00,38,54,29,56,2576,92.6,25.6,58.87,20.88
2026-06-02T08:15:00,41,52,34,56,2499,92.5,27.5,58.87,55.37
2026-06-02T08:20:00,44,52,27,56,2578,92.4,27.4,58.88,43.87
2026-06-02T08:25:00,38,50,24,53,2028,92.3,24.9,58.88,45.32
2026-06-02T08:30:00,35,49,29,53,2170,92.3,24.6,58.88,12.03
2026-06-02T08:35:00,38,53,23,52,2218,92.1,24.7,58.88,19.2
2026-06-02T08:40:00,39,51,26,51,1891,92.0,25.5,58.89,24.14
2026-06-02T08:45:00,39,57,14,53,2175,91.9,23.8,58.89,52.35
2026-06-02T08:50:00,38,54,12,47,1493,91.8,23.1,58.89,18.22
2026-06-02T08:55:00,43,49,20,55,2323,91.8,26.0,58.9,13.32
2026-06-02T09:00:00,58,58,25,58,2656,91.7,32.0,58.9,19.06
2026-06-02T09:05:00,65,68,45,66,3446,91.6,37.5,58.9,78.86
2026-06-02T09:10:00,65,67,42,63,2962,91.5,37.0,58.91,61.69
2026-06-02T09:15:00,71,68,36,67,3301,91.5,38.2,58.91,57.62
2026-06-02T09:20:00,72,66,51,66,3289,91.4,40.9,58.91,80.78
2026-06-02T09:25:00,70,61,46,69,3576,91.3,39.4,58.91,71.87
2026-06-02T09:30:00,76,67,48,72,3778,91.2,41.8,58.92,56.99
2026-06-02T09:35:00,74,68,36,67,3384,91.1,39.3,58.92,44.77
2026-06-02T09:40:00,71,71,38,63,3079,91.1,38.5,58.92,24.36
2026-06-02T09:45:00,72,66,41,67,3337,90.9,39.4,58.93,40.77
2026-06-02T09:50:00,72,62,53,66,3454,90.8,41.2,58.93,99.31
2026-06-02T09:55:00,73,69,46,69,3489,90.7,40.4,58.93,49.66
2026-06-02T10:00:00,69,67,40,66,3465,90.7,38.1,58.94,35.09
2026-06-02T10:05:00,66,69,46,68,3583,90.6,38.0,58.94,57.56
2026-06-02T10:10:00,70,69,42,65,3124,90.5,38.8,58.94,25.06
2026-06-02T10:15:00,73,72,46,66,3485,90.4,40.4,58.95,94.25
2026-06-02T10:20:00,69,65,37,65,3279,90.3,37.7,58.95,16.85
2026-06-02T10:25:00,71,64,42,64,3180,90.2,39.1,58.95,36.06
2026-06-02T10:30:00,72,72,39,64,3187,90.1,39.1,58.95,19.61
2026-06-02T10:35:00,69,69,31,62,3041,90.0,36.8,58.96,94.45
2026-06-02T10:40:00,72,72,38,64,3105,89.9,38.9,58.96,85.93
2026-06-02T10:45:00,77,73,56,71,3868,89.8,43.4,58.96,51.81
2026-06-02T10:50:00,77,66,52,73,3855,89.7,42.8,58.97,80.2
2026-06-02T10:55:00,74,67,44,66,3477,89.6,40.5,58.97,96.08
2026-06-02T11:00:00,69,68,34,67,3297,89.4,37.2,58.97,34.88
2026-06-02T11:05:00,76,64,41,67,3326,89.3,40.7,58.98,52.52
2026-06-02T11:10:00,77,66,50,73,3834,89.3,42.5,58.98,76.81
2026-06-02T11:15:00,76,70,52,67,3575,89.2,42.4,58.98,74.22
2026-06-02T11:20:00,71,64,49,71,3751,89.1,40.2,58.98,24.02
2026-06-02T11:25:00,75,72,46,70,3811,89.0,41.1,58.99,94.88
2026-06-02T11:30:00,78,72,56,73,4051,88.9,43.7,58.99,27.49
2026-06-02T11:35:00,74,65,43,66,3443,88.8,40.4,58.99,63.68
2026-06-02T11:40:00,72,71,38,64,3256,88.7,38.9,59.0,41.25
2026-06-02T11:45:00,73,62,49,70,3689,88.6,40.9,59.0,41.85
2026-06-02T11:50:00,72,68,47,67,3368,88.5,40.2,59.0,79.7
2026-06-02T11:55:00,75,73,36,66,3395,88.5,39.6,59.01,88.3
2026-06-02T12:00:00,71,71,38,63,3052,88.4,38.5,59.01,64.75
2026-06-02T12:05:00,73,63,33,65,3146,88.3,38.5,59.01,16.06
2026-06-02T12:10:00,77,74,53,72,3820,88.2,42.9,59.01,89.85
2026-06-02T12:15:00,73,66,41,66,3394,88.2,39.7,59.02,45.85
2026-06-02T12:20:00,77,69,54,68,3583,88.1,43.1,59.02,83.89
2026-06-02T12:25:00,81,71,54,75,4285,87.9,44.4,59.02,29.49
2026-06-02T12:30:00,84,76,43,72,3925,87.9,43.9,59.03,26.56
2026-06-02T12:35:00,83,76,46,70,3827,87.7,43.9,59.03,110.36
2026-06-02T12:40:00,86,73,50,73,3939,87.7,45.6,59.03,36.46
2026-06-02T12:45:00,86,71,49,76,4108,87.6,45.4,59.03,28.39
