"timestamp","cpu_load","temperature","fan_rpm","battery_level","wifi_latency","disk_health"
"2026-06-01T11:20:00","15.0","40.0","1000.0","96.5","6.15","41.88"
"2026-06-01T11:25:00","15.0","41.0","1154.0","96.4","3.07","41.88"
"2026-06-01T11:30:00","12.0","37.0","1069.0","96.3","7.85","41.87"
"2026-06-01T11:35:00","14.0","38.0","1010.0","96.2","18.29","41.87"
"2026-06-01T11:40:00","15.0","39.0","1145.0","96.1","17.61","41.87"
"2026-06-01T11:45:00","15.0","43.0","1369.0","96.1","4.04","41.87"
"2026-06-01T11:50:00","14.0","39.0","1000.0","96.0","19.05","41.86"
"2026-06-01T11:55:00","16.0","42.0","1132.0","95.9","19.73","41.86"
"2026-06-01T12:00:00","13.0","41.0","1169.0","95.8","16.33","41.86"
"2026-06-01T12:05:00","11.0","36.0","1000.0","95.6","2.28","41.85"
"2026-06-01T12:10:00","21.0","45.0","1478.0","95.6","18.49","41.85"
"2026-06-01T12:15:00","30.0","50.0","1832.0","95.4","33.63","41.85"
"2026-06-01T12:20:00","37.0","55.0","2230.0","95.3","25.01","41.84"
"2026-06-01T12:25:00","38.0","53.0","2198.0","95.2","35.8","41.84"
"2026-06-01T12:30:00","41.0","56.0","2335.0","95.1","25.7","41.84"
"2026-06-01T12:35:00","36.0","56.0","2474.0","95.0","46.24","41.84"
"2026-06-01T12:40:00","39.0","49.0","1797.0","95.0","48.57","41.83"
"2026-06-01T12:45:00","39.0","52.0","1982.0","94.9","13.64","41.83"
"2026-06-01T12:50:00","39.0","53.0","2079.0","94.8","43.68","41.83"
"2026-06-01T12:55:00","39.0","54.0","2404.0","94.7","35.05","41.82"
"2026-06-01T13:00:00","36.0","52.0","2140.0","94.6","40.5","41.82"
"2026-06-01T13:05:00","34.0","49.0","1683.0","94.6","39.75","41.82"
"2026-06-01T13:10:00","38.0","51.0","1923.0","94.5","16.45","41.81"
"2026-06-01T13:15:00","35.0","51.0","2075.0","94.4","29.25","41.81"
"2026-06-01T13:20:00","40.0","50.0","1768.0","94.3","36.91","41.81"
"2026-06-01T13:25:00","41.0","57.0","2664.0","94.1","48.92","41.8"
"2026-06-01T13:30:00","43.0","52.0","1954.0","94.0","37.97","41.8"
"2026-06-01T13:35:00","39.0","55.0","2439.0","93.9","29.57","41.8"
"2026-06-01T13:40:00","43.0","56.0","2540.0","93.8","59.68","41.8"
"2026-06-01T13:45:00","38.0","53.0","2251.0","93.6","19.24","41.79"
"2026-06-01T13:50:00","41.0","52.0","2009.0","93.5","35.5","41.79"
"2026-06-01T13:55:00","40.0","55.0","2210.0","93.4","48.07","41.79"
"2026-06-01T14:00:00","39.0","49.0","1681.0","93.4","20.74","41.78"
"2026-06-01T14:05:00","40.0","57.0","2658.0","93.3","14.06","41.78"
"2026-06-01T14:10:00","42.0","59.0","2607.0","93.2","42.93","41.78"
"2026-06-01T14:15:00","37.0","56.0","2433.0","93.0","29.21","41.77"
"2026-06-01T14:20:00","36.0","51.0","1947.0","92.9","28.77","41.77"
"2026-06-01T14:25:00","33.0","48.0","1685.0","92.8","44.92","41.77"
"2026-06-01T14:30:00","36.0","50.0","1783.0","92.7","40.25","41.77"
"2026-06-01T14:35:00","40.0","56.0","2387.0","92.6","11.89","41.76"
"2026-06-01T14:40:00","38.0","51.0","1857.0","92.5","48.18","41.76"
"2026-06-01T14:45:00","41.0","54.0","2327.0","92.4","34.82","41.76"
"2026-06-01T14:50:00","44.0","56.0","2467.0","92.4","27.57","41.75"
"2026-06-01T14:55:00","40.0","51.0","2081.0","92.3","25.8","41.75"
"2026-06-01T15:00:00","42.0","57.0","2504.0","92.2","16.47","41.75"
"2026-06-01T15:05:00","43.0","52.0","2168.0","92.0","58.49","41.74"
"2026-06-01T15:10:00","45.0","53.0","2255.0","91.9","41.65","41.74"
"2026-06-01T15:15:00","40.0","56.0","2404.0","91.9","30.52","41.74"
"2026-06-01T15:20:00","44.0","53.0","2162.0","91.9","26.8","41.74"
"2026-06-01T15:25:00","46.0","58.0","2514.0","91.8","14.24","41.73"
"2026-06-01T15:30:00","40.0","58.0","2484.0","91.6","18.96","41.73"
"2026-06-01T15:35:00","44.0","54.0","2120.0","91.5","37.56","41.73"
"2026-06-01T15:40:00","41.0","54.0","2227.0","91.4","19.41","41.72"
"2026-06-01T15:45:00","41.0","55.0","2247.0","91.3","24.76","41.72"
"2026-06-01T15:50:00","36.0","52.0","1968.0","91.2","30.49","41.72"
"2026-06-01T15:55:00","41.0","49.0","1793.0","91.1","53.39","41.72"
"2026-06-01T16:00:00","37.0","50.0","1958.0","90.9","35.91","41.71"
"2026-06-01T16:05:00","33.0","47.0","1702.0","90.9","37.43","41.71"
"2026-06-01T16:10:00","35.0","52.0","1993.0","90.8","17.29","41.71"
"2026-06-01T16:15:00","35.0","47.0","1589.0","90.8","43.71","41.7"
"2026-06-01T16:20:00","53.0","58.0","2741.0","90.7","36.7","41.7"
"2026-06-01T16:25:00","64.0","66.0","3427.0","90.5","44.47","41.7"
"2026-06-01T16:30:00","67.0","62.0","2832.0","90.5","56.68","41.69"
"2026-06-01T16:35:00","67.0","65.0","3261.0","90.4","91.79","41.69"
"2026-06-01T16:40:00","71.0","67.0","3371.0","90.3","66.99","41.69"
"2026-06-01T16:45:00","67.0","65.0","3159.0","90.3","50.7","41.69"
"2026-06-01T16:50:00","65.0","61.0","2992.0","90.2","25.64","41.68"
"2026-06-01T16:55:00","68.0","69.0","3600.0","90.1","46.15","41.68"
"2026-06-01T17:00:00","70.0","68.0","3658.0","89.9","71.56","41.68"
"2026-06-01T17:05:00","69.0","62.0","2904.0","89.9","94.35","41.67"
"2026-06-01T17:10:00","66.0","66.0","3243.0","89.8","17.33","41.67"
"2026-06-01T17:15:00","67.0","64.0","3183.0","89.7","82.0","41.67"
"2026-06-01T17:20:00","70.0","68.0","3491.0","89.6","56.17","41.66"
"2026-06-01T17:25:00","70.0","62.0","2969.0","89.6","67.63","41.66"
"2026-06-01T17:30:00","74.0","65.0","3355.0","89.6","63.74","41.66"
"2026-06-01T17:35:00","69.0","68.0","3439.0","89.4","20.05","41.66"
"2026-06-01T17:40:00","76.0","66.0","3238.0","89.4","16.75","41.65"
"2026-06-01T17:45:00","76.0","70.0","3746.0","89.3","74.7","41.65"
"2026-06-01T17:50:00","76.0","70.0","3800.0","89.2","106.03","41.65"
"2026-06-01T17:55:00","81.0","74.0","4099.0","89.1","30.92","41.64"
"2026-06-01T18:00:00","77.0","67.0","3353.0","89.1","82.14","41.64"
"2026-06-01T18:05:00","78.0","72.0","3765.0","89.0","46.57","41.64"
"2026-06-01T18:10:00","72.0","66.0","3459.0","88.9","37.4","41.63"
"2026-06-01T18:15:00","73.0","69.0","3576.0","88.8","86.32","41.63"
"2026-06-01T18:20:00","77.0","72.0","3910.0","88.8","95.95","41.63"
"2026-06-01T18:25:00","77.0","72.0","3769.0","88.7","39.51","41.62"
"2026-06-01T18:30:00","75.0","69.0","3644.0","88.7","39.25","41.62"
"2026-06-01T18:35:00","76.0","65.0","3193.0","88.6","49.52","41.62"
"2026-06-01T18:40:00","81.0","73.0","3925.0","88.5","109.0","41.62"
"2026-06-01T18:45:00","85.0","69.0","3637.0","88.5","74.51","41.61"
"2026-06-01T18:50:00","81.0","74.0","4170.0","88.3","58.43","41.61"
"2026-06-01T18:55:00","81.0","68.0","3509.0","88.3","83.75","41.61"
"2026-06-01T19:00:00","76.0","70.0","3728.0","88.2","76.34","41.6"
"2026-06-01T19:05:00","78.0","71.0","3940.0","88.1","35.13","41.6"
"2026-06-01T19:10:00","82.0","70.0","3810.0","88.0","35.59","41.6"
"2026-06-01T19:15:00","75.0","71.0","3695.0","88.0","57.97","41.59"
"2026-06-01T19:20:00","74.0","71.0","3684.0","87.9","39.63","41.59"
"2026-06-01T19:25:00","72.0","69.0","3654.0","87.7","31.28","41.59"
"2026-06-01T19:30:00","72.0","71.0","3827.0","87.7","56.96","41.59"
"2026-06-01T19:35:00","76.0","70.0","3604.0","87.7","96.56","41.58"
"2026-06-01T19:40:00","78.0","72.0","3919.0","87.6","75.71","41.58"
"2026-06-01T19:45:00","81.0","72.0","3768.0","87.5","88.46","41.58"
"2026-06-01T19:50:00","77.0","67.0","3487.0","87.5","77.89","41.57"
"2026-06-01T19:55:00","79.0","70.0","3826.0","87.4","53.54","41.57"
"2026-06-01T20:00:00","75.0","72.0","3802.0","87.3","89.16","41.57"
"2026-06-01T20:05:00","71.0","65.0","3106.0","87.2","15.63","41.56"
"2026-06-01T20:10:00","68.0","65.0","3108.0","87.1","91.14","41.56"
"2026-06-01T20:15:00","75.0","65.0","3270.0","87.0","43.73","41.56"
"2026-06-01T20:20:00","72.0","70.0","3848.0","87.0","39.29","41.56"
"2026-06-01T20:25:00","71.0","68.0","3519.0","87.0","64.42","41.55"
"2026-06-01T20:30:00","56.0","62.0","2904.0","86.9","76.61","41.55"
"2026-06-01T20:35:00","47.0","59.0","2843.0","86.9","27.04","41.55"
"2026-06-01T20:40:00","42.0","55.0","2419.0","86.7","36.23","41.54"
"2026-06-01T20:45:00","42.0","51.0","2012.0","86.6","29.49","41.54"
"2026-06-01T20:50:00","43.0","50.0","2029.0","86.5","52.38","41.54"
"2026-06-01T20:55:00","40.0","48.0","1725.0","86.4","36.83","41.53"
"2026-06-01T21:00:00","45.0","59.0","2704.0","86.4","49.36","41.53"
"2026-06-01T21:05:00","47.0","54.0","2333.0","86.3","44.12","41.53"
"2026-06-01T21:10:00","51.0","53.0","2251.0","86.3","26.28","41.53"
"2026-06-01T21:15:00","44.0","53.0","2110.0","86.2","27.86","41.52"
"2026-06-01T21:20:00","46.0","60.0","2696.0","86.1","19.71","41.52"
"2026-06-01T21:25:00","39.0","50.0","1996.0","86.0","28.8","41.52"
"2026-06-01T21:30:00","36.0","46.0","1478.0","85.9","33.61","41.51"
"2026-06-01T21:35:00","40.0","50.0","1777.0","85.9","13.02","41.51"
"2026-06-01T21:40:00","34.0","49.0","1883.0","85.8","36.53","41.51"
"2026-06-01T21:45:00","32.0","47.0","1623.0","85.7","18.61","41.51"
"2026-06-01T21:50:00","43.0","52.0","2217.0","85.6","51.56","41.5"
"2026-06-01T21:55:00","51.0","55.0","2388.0","85.5","18.8","41.5"
"2026-06-01T22:00:00","46.0","56.0","2551.0","85.4","28.25","41.5"
"2026-06-01T22:05:00","48.0","57.0","2551.0","85.3","27.09","41.49"
"2026-06-01T22:10:00","45.0","55.0","2274.0","85.2","38.96","41.49"
"2026-06-01T22:15:00","39.0","52.0","2059.0","85.1","41.86","41.49"
"2026-06-01T22:20:00","33.0","47.0","1489.0","85.0","9.94","41.48"
"2026-06-01T22:25:00","43.0","58.0","2555.0","84.9","31.83","41.48"
"2026-06-01T22:30:00","41.0","54.0","2382.0","84.8","23.57","41.48"
"2026-06-01T22:35:00","39.0","49.0","1680.0","84.8","48.4","41.48"
"2026-06-01T22:40:00","33.0","50.0","1959.0","84.7","33.77","41.47"
"2026-06-01T22:45:00","38.0","54.0","2369.0","84.7","49.19","41.47"
"2026-06-01T22:50:00","36.0","53.0","2254.0","84.6","21.59","41.47"
"2026-06-01T22:55:00","42.0","50.0","1888.0","84.5","44.81","41.46"
"2026-06-01T23:00:00","45.0","54.0","2180.0","84.4","24.22","41.46"
"2026-06-01T23:05:00","39.0","55.0","2421.0","84.3","43.9","41.46"
"2026-06-01T23:10:00","39.0","51.0","1889.0","84.2","39.17","41.45"
"2026-06-01T23:15:00","39.0","49.0","1701.0","84.1","25.06","41.45"
"2026-06-01T23:20:00","40.0","53.0","2050.0","84.0","16.43","41.45"
"2026-06-01T23:25:00","36.0","51.0","2027.0","84.0","13.56","41.45"
"2026-06-01T23:30:00","34.0","48.0","1700.0","83.9","15.35","41.44"
"2026-06-01T23:35:00","37.0","51.0","2140.0","83.9","40.41","41.44"
"2026-06-01T23:40:00","35.0","49.0","1684.0","83.8","19.29","41.44"
"2026-06-01T23:45:00","39.0","57.0","2625.0","83.7","49.41","41.43"
"2026-06-01T23:50:00","47.0","54.0","2345.0","83.7","37.47","41.43"
"2026-06-01T23:55:00","43.0","56.0","2360.0","83.5","38.22","41.43"
"2026-06-02T00:00:00","39.0","53.0","2151.0","83.4","24.19","41.42"
"2026-06-02T00:05:00","47.0","55.0","2393.0","83.3","45.87","41.42"
"2026-06-02T00:10:00","46.0","54.0","2234.0","83.3","37.27","41.42"
"2026-06-02T00:15:00","41.0","52.0","2181.0","83.3","37.95","41.41"
"2026-06-02T00:20:00","40.0","56.0","2379.0","83.2","52.03","41.41"
"2026-06-02T00:25:00","49.0","54.0","2226.0","83.1","52.66","41.41"
"2026-06-02T00:30:00","52.0","59.0","2791.0","83.0","64.59","41.41"
"2026-06-02T00:35:00","55.0","57.0","2435.0","82.9","53.65","41.4"
"2026-06-02T00:40:00","42.0","54.0","2345.0","100.0","54.4","41.4"
"2026-06-02T00:45:00","32.0","50.0","1820.0","99.9","16.19","41.4"
"2026-06-02T00:50:00","25.0","47.0","1568.0","99.8","31.96","41.39"
"2026-06-02T00:55:00","24.0","46.0","1496.0","99.7","18.0","41.39"
"2026-06-02T01:00:00","19.0","40.0","1074.0","99.6","6.02","41.39"
"2026-06-02T01:05:00","15.0","43.0","1186.0","99.6","4.07","41.38"
"2026-06-02T01:10:00","16.0","41.0","1015.0","99.5","3.73","41.38"
"2026-06-02T01:15:00","18.0","39.0","1001.0","99.4","7.38","41.38"
"2026-06-02T01:20:00","19.0","39.0","1000.0","99.3","12.35","41.38"
"2026-06-02T01:25:00","19.0","42.0","1313.0","99.3","22.85","41.37"
"2026-06-02T01:30:00","18.0","41.0","1046.0","99.2","3.94","41.37"
"2026-06-02T01:35:00","19.0","41.0","1222.0","99.1","14.0","41.37"
"2026-06-02T01:40:00","16.0","39.0","1000.0","99.1","15.42","41.36"
"2026-06-02T01:45:00","14.0","39.0","1145.0","99.0","6.45","41.36"
"2026-06-02T01:50:00","14.0","37.0","1068.0","98.9","10.88","41.36"
"2026-06-02T01:55:00","13.0","37.0","1023.0","98.9","11.82","41.35"
"2026-06-02T02:00:00","15.0","38.0","1140.0","98.8","7.69","41.35"
"2026-06-02T02:05:00","17.0","43.0","1279.0","98.7","17.61","41.35"
"2026-06-02T02:10:00","15.0","44.0","1447.0","98.6","18.06","41.35"
"2026-06-02T02:15:00","13.0","41.0","1200.0","98.5","15.7","41.34"
"2026-06-02T02:20:00","16.0","47.0","1658.0","98.4","8.61","41.34"
"2026-06-02T02:25:00","18.0","43.0","1345.0","98.3","9.92","41.34"
"2026-06-02T02:30:00","17.0","41.0","1000.0","98.2","9.43","41.33"
"2026-06-02T02:35:00","18.0","41.0","1113.0","98.0","8.79","41.33"
"2026-06-02T02:40:00","15.0","43.0","1267.0","98.0","16.02","41.33"
"2026-06-02T02:45:00","13.0","42.0","1274.0","97.9","3.6","41.33"
"2026-06-02T02:50:00","11.0","39.0","1000.0","97.9","5.97","41.32"
"2026-06-02T02:55:00","11.0","42.0","1299.0","97.8","10.83","41.32"
"2026-06-02T03:00:00","10.0","42.0","1298.0","97.7","9.61","41.32"
"2026-06-02T03:05:00","12.0","43.0","1130.0","97.6","16.65","41.31"
"2026-06-02T03:10:00","13.0","39.0","1118.0","97.5","18.04","41.31"
"2026-06-02T03:15:00","11.0","41.0","1219.0","97.5","3.92","41.31"
"2026-06-02T03:20:00","10.0","37.0","1095.0","97.3","5.07","41.3"
"2026-06-02T03:25:00","12.0","42.0","1186.0","97.2","7.47","41.3"
"2026-06-02T03:30:00","14.0","40.0","1000.0","97.1","3.91","41.3"
"2026-06-02T03:35:00","14.0","39.0","1000.0","97.0","18.75","41.3"
"2026-06-02T03:40:00","12.0","44.0","1293.0","96.9","15.19","41.29"
"2026-06-02T03:45:00","13.0","39.0","1031.0","96.9","8.62","41.29"
"2026-06-02T03:50:00","15.0","39.0","1096.0","96.8","19.79","41.29"
"2026-06-02T03:55:00","16.0","40.0","1000.0","96.7","19.54","41.28"
"2026-06-02T04:00:00","17.0","46.0","1664.0","96.7","6.56","41.28"
"2026-06-02T04:05:00","18.0","44.0","1509.0","96.6","13.25","41.28"
"2026-06-02T04:10:00","18.0","46.0","1411.0","96.6","17.05","41.27"
"2026-06-02T04:15:00","16.0","39.0","1111.0","96.5","10.14","41.27"
"2026-06-02T04:20:00","16.0","41.0","1162.0","96.4","19.61","41.27"
"2026-06-02T04:25:00","14.0","40.0","1092.0","96.4","17.18","41.27"
"2026-06-02T04:30:00","17.0","43.0","1379.0","96.3","13.86","41.26"
"2026-06-02T04:35:00","16.0","43.0","1238.0","96.2","9.01","41.26"
"2026-06-02T04:40:00","17.0","46.0","1650.0","96.2","6.71","41.26"
"2026-06-02T04:45:00","14.0","39.0","1000.0","96.1","8.48","41.25"
"2026-06-02T04:50:00","23.0","49.0","1924.0","96.0","29.36","41.25"
"2026-06-02T04:55:00","29.0","49.0","1821.0","96.0","37.49","41.25"
"2026-06-02T05:00:00","34.0","51.0","2072.0","95.9","14.71","41.24"
"2026-06-02T05:05:00","35.0","49.0","1916.0","95.9","7.04","41.24"
"2026-06-02T05:10:00","35.0","49.0","1739.0","95.8","15.01","41.24"
"2026-06-02T05:15:00","32.0","48.0","1670.0","95.8","34.49","41.23"
"2026-06-02T05:20:00","33.0","49.0","1705.0","95.7","39.24","41.23"
"2026-06-02T05:25:00","32.0","48.0","1812.0","95.6","26.22","41.23"
"2026-06-02T05:30:00","29.0","49.0","1743.0","95.5","36.87","41.23"
"2026-06-02T05:35:00","28.0","49.0","1843.0","95.4","13.73","41.22"
"2026-06-02T05:40:00","33.0","47.0","1609.0","95.3","12.35","41.22"
"2026-06-02T05:45:00","31.0","51.0","2122.0","95.2","38.14","41.22"
"2026-06-02T05:50:00","29.0","50.0","1874.0","95.0","9.84","41.21"
"2026-06-02T05:55:00","34.0","49.0","1948.0","94.9","36.71","41.21"
"2026-06-02T06:00:00","33.0","51.0","2017.0","94.8","12.96","41.21"
"2026-06-02T06:05:00","38.0","53.0","2199.0","94.8","28.0","41.2"
"2026-06-02T06:10:00","41.0","50.0","2047.0","94.7","22.25","41.2"
"2026-06-02T06:15:00","45.0","55.0","2328.0","94.6","12.73","41.2"
"2026-06-02T06:20:00","44.0","57.0","2382.0","94.4","27.09","41.2"
"2026-06-02T06:25:00","40.0","56.0","2301.0","94.3","12.58","41.19"
"2026-06-02T06:30:00","36.0","51.0","2070.0","94.3","36.86","41.19"
"2026-06-02T06:35:00","38.0","53.0","2285.0","94.1","16.3","41.19"
"2026-06-02T06:40:00","35.0","49.0","1825.0","94.1","26.3","41.18"
"2026-06-02T06:45:00","32.0","51.0","1975.0","94.0","14.82","41.18"
"2026-06-02T06:50:00","33.0","47.0","1646.0","93.9","23.12","41.18"
"2026-06-02T06:55:00","38.0","50.0","1937.0","93.9","38.09","41.17"
"2026-06-02T07:00:00","36.0","48.0","1769.0","93.7","48.19","41.17"
"2026-06-02T07:05:00","35.0","50.0","2033.0","93.7","43.64","41.17"
"2026-06-02T07:10:00","33.0","50.0","2031.0","93.6","38.9","41.17"
"2026-06-02T07:15:00","36.0","53.0","2051.0","93.5","43.19","41.16"
"2026-06-02T07:20:00","41.0","54.0","2203.0","93.4","39.93","41.16"
"2026-06-02T07:25:00","39.0","50.0","1882.0","93.3","31.75","41.16"
"2026-06-02T07:30:00","36.0","52.0","2195.0","93.1","14.13","41.15"
"2026-06-02T07:35:00","32.0","50.0","1774.0","93.1","36.01","41.15"
"2026-06-02T07:40:00","38.0","50.0","1901.0","93.0","38.57","41.15"
"2026-06-02T07:45:00","41.0","53.0","2262.0","92.9","43.75","41.15"
"2026-06-02T07:50:00","44.0","57.0","2508.0","92.9","61.0","41.14"
"2026-06-02T07:55:00","41.0","49.0","1881.0","92.9","51.63","41.14"
"2026-06-02T08:00:00","36.0","50.0","1974.0","92.8","12.81","41.14"
"2026-06-02T08:05:00","40.0","54.0","2207.0","92.7","54.77","41.13"
"2026-06-02T08:10:00","38.0","56.0","2576.0","92.6","20.88","41.13"
"2026-06-02T08:15:00","41.0","56.0","2499.0","92.5","55.37","41.13"
"2026-06-02T08:20:00","44.0","56.0","2578.0","92.4","43.87","41.12"
"2026-06-02T08:25:00","38.0","53.0","2028.0","92.3","45.32","41.12"
"2026-06-02T08:30:00","35.0","53.0","2170.0","92.3","12.03","41.12"
"2026-06-02T08:35:00","38.0","52.0","2218.0","92.1","19.2","41.12"
"2026-06-02T08:40:00","39.0","51.0","1891.0","92.0","24.14","41.11"
"2026-06-02T08:45:00","39.0","53.0","2175.0","91.9","52.35","41.11"
"2026-06-02T08:50:00","38.0","47.0","1493.0","91.8","18.22","41.11"
"2026-06-02T08:55:00","43.0","55.0","2323.0","91.8","13.32","41.1"
"2026-06-02T09:00:00","58.0","58.0","2656.0","91.7","19.06","41.1"
"2026-06-02T09:05:00","65.0","66.0","3446.0","91.6","78.86","41.1"
"2026-06-02T09:10:00","65.0","63.0","2962.0","91.5","61.69","41.09"
"2026-06-02T09:15:00","71.0","67.0","3301.0","91.5","57.62","41.09"
"2026-06-02T09:20:00","72.0","66.0","3289.0","91.4","80.78","41.09"
"2026-06-02T09:25:00","70.0","69.0","3576.0","91.3","71.87","41.09"
"2026-06-02T09:30:00","76.0","72.0","3778.0","91.2","56.99","41.08"
"2026-06-02T09:35:00","74.0","67.0","3384.0","91.1","44.77","41.08"
"2026-06-02T09:40:00","71.0","63.0","3079.0","91.1","24.36","41.08"
"2026-06-02T09:45:00","72.0","67.0","3337.0","90.9","40.77","41.07"
"2026-06-02T09:50:00","72.0","66.0","3454.0","90.8","99.31","41.07"
"2026-06-02T09:55:00","73.0","69.0","3489.0","90.7","49.66","41.07"
"2026-06-02T10:00:00","69.0","66.0","3465.0","90.7","35.09","41.06"
"2026-06-02T10:05:00","66.0","68.0","3583.0","90.6","57.56","41.06"
"2026-06-02T10:10:00","70.0","65.0","3124.0","90.5","25.06","41.06"
"2026-06-02T10:15:00","73.0","66.0","3485.0","90.4","94.25","41.05"
"2026-06-02T10:20:00","69.0","65.0","3279.0","90.3","16.85","41.05"
"2026-06-02T10:25:00","71.0","64.0","3180.0","90.2","36.06","41.05"
"2026-06-02T10:30:00","72.0","64.0","3187.0","90.1","19.61","41.05"
"2026-06-02T10:35:00","69.0","62.0","3041.0","90.0","94.45","41.04"
"2026-06-02T10:40:00","72.0","64.0","3105.0","89.9","85.93","41.04"
"2026-06-02T10:45:00","77.0","71.0","3868.0","89.8","51.81","41.04"
"2026-06-02T10:50:00","77.0","73.0","3855.0","89.7","80.2","41.03"
"2026-06-02T10:55:00","74.0","66.0","3477.0","89.6","96.08","41.03"
"2026-06-02T11:00:00","69.0","67.0","3297.0","89.4","34.88","41.03"
"2026-06-02T11:05:00","76.0","67.0","3326.0","89.3","52.52","41.02"
"2026-06-02T11:10:00","77.0","73.0","3834.0","89.3","76.81","41.02"
"2026-06-02T11:15:00","76.0","67.0","3575.0","89.2","74.22","41.02"
"2026-06-02T11:20:00","71.0","71.0","3751.0","89.1","24.02","41.02"
"2026-06-02T11:25:00","75.0","70.0","3811.0","89.0","94.88","41.01"
"2026-06-02T11:30:00","78.0","73.0","4051.0","88.9","27.49","41.01"
"2026-06-02T11:35:00","74.0","66.0","3443.0","88.8","63.68","41.01"
"2026-06-02T11:40:00","72.0","64.0","3256.0","88.7","41.25","41.0"
"2026-06-02T11:45:00","73.0","70.0","3689.0","88.6","41.85","41.0"
"2026-06-02T11:50:00","72.0","67.0","3368.0","88.5","79.7","41.0"
"2026-06-02T11:55:00","75.0","66.0","3395.0","88.5","88.3","40.99"
"2026-06-02T12:00:00","71.0","63.0","3052.0","88.4","64.75","40.99"
"2026-06-02T12:05:00","73.0","65.0","3146.0","88.3","16.06","40.99"
"2026-06-02T12:10:00","77.0","72.0","3820.0","88.2","89.85","40.99"
"2026-06-02T12:15:00","73.0","66.0","3394.0","88.2","45.85","40.98"
"2026-06-02T12:20:00","77.0","68.0","3583.0","88.1","83.89","40.98"
"2026-06-02T12:25:00","81.0","75.0","4285.0","87.9","29.49","40.98"
"2026-06-02T12:30:00","84.0","72.0","3925.0","87.9","26.56","40.97"
"2026-06-02T12:35:00","83.0","70.0","3827.0","87.7","110.36","40.97"
"2026-06-02T12:40:00","86.0","73.0","3939.0","87.7","36.46","40.97"
"2026-06-02T12:45:00","86.0","76.0","4108.0","87.6","28.39","40.97"
"2026-06-02T12:50:00","80.0","75.0","4154.0","87.5","94.92","40.96"
